Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
CamCaught_0bb5fa4e	ash	My my, what do we have here?	game/story/failed_rescue_scene.rpy	310	ash "[what]"
CamCaught_f2654901		The woman’s features suddenly become beastly, claws curling out from her fingernails and fur sprouting through her skin.	game/story/failed_rescue_scene.rpy	316	"[what]"
CamCaught_a2dcb05a		In the blink of an eye, your captor wraps her claws around Cameron’s throat. At any moment, she could pierce their skin and tear them to shreds.	game/story/failed_rescue_scene.rpy	323	"[what]"
CamCaught_310cd029		She meets your gaze as she taunts you.	game/story/failed_rescue_scene.rpy	325	"[what]"
CamCaught_84c94151	ash	A friend of yours, I take it?	game/story/failed_rescue_scene.rpy	331	ash "[what]"
CamCaught_95ab0cad		Cameron, in contrast to their big talk beforehand, is now frozen with fear in your captor’s grasp.	game/story/failed_rescue_scene.rpy	333	"[what]"
CamCaught_33a93518	ash	At least this human knows their place. Had they dared to put up a fight, I would have killed them where they stood. 	game/story/failed_rescue_scene.rpy	339	ash "[what]"
CamCaught_dd3d7fcf	ash	Now, what to do with them…	game/story/failed_rescue_scene.rpy	341	ash "[what]"
CamCaught_69cd6a5b	you	Let them go! Please…	game/story/failed_rescue_scene.rpy	343	you "[what]"
CamCaught_d82a1b8e	ash	You do not give the orders around here. Besides, that is something I simply cannot do.	game/story/failed_rescue_scene.rpy	349	ash "[what]"
CamCaught_e9be4d52	ash	It’d be foolish of me to free a human that knows of this place. Much less someone so set on freeing my little pet.	game/story/failed_rescue_scene.rpy	355	ash "[what]"
CamCaught_7585d94d		You feel indignant over her calling you a "little pet", but decide this wouldn’t be the time to object.	game/story/failed_rescue_scene.rpy	357	"[what]"
CamCaught_f830539b	ash	Perhaps, if you are a good girl, I’ll have mercy on your little friend here.	game/story/failed_rescue_scene.rpy	359	ash "[what]"
CamCaught_773cb8ac	ash	Keep them in your thoughts whenever you feel like acting up again, won’t you?	game/story/failed_rescue_scene.rpy	367	ash "[what]"
CamCaught_c2a10274		Before you even have a chance to protest, your captor shuts the door. Your legs shake, threatening to give out, and you stumble back towards the bed.	game/story/failed_rescue_scene.rpy	385	"[what]"
CamCaught_9dc0a04b		You have to be careful. Before, everything you did only affected you. Frankly, those stakes weren’t very high. You’ve felt like your life is worth very little for a while now.	game/story/failed_rescue_scene.rpy	390	"[what]"
CamCaught_4780b87d		But now, everything you do has Cameron’s very life on the line. Everything counts now, and you’ll do anything in your power to keep them safe.	game/story/failed_rescue_scene.rpy	392	"[what]"
CamCaught_17027b2a		Somehow, another wave of exhaustion hits you. Perhaps it’s sleep debt catching up to you.	game/story/failed_rescue_scene.rpy	394	"[what]"
CamCaught_074a176d		You lie down without thinking, your hands curling into fists and tears welling in your eyes. You fight to stay conscious, but it’s no use.	game/story/failed_rescue_scene.rpy	410	"[what]"
CamCaught_cd50fd75		…Just before you drift off, you notice your nails feel unusually sharp.	game/story/failed_rescue_scene.rpy	412	"[what]"
IntroductoryCutscene_de64eb63	narrator	A car speeds through the intersection and your heart nearly leaps out of your chest.	game/story/intro_cutscene.rpy	18	narrator "[what]"
IntroductoryCutscene_58d049de	narrator	It’s always like this. The misleadingly calm night interrupted by reckless drivers, enjoying the lack of accountability that the darkness affords them.	game/story/intro_cutscene.rpy	20	narrator "[what]"
IntroductoryCutscene_d2939668	narrator	You wonder what it’s like to feel that free. To never worry about how your actions affect others. To be so completely focused on the self.	game/story/intro_cutscene.rpy	22	narrator "[what]"
IntroductoryCutscene_7b3f7e90	narrator	Then again, you know what kind of person that makes. You lived with them.	game/story/intro_cutscene.rpy	24	narrator "[what]"
IntroductoryCutscene_b8b7b66e	narrator	M o n s t e r s.	game/story/intro_cutscene.rpy	28	narrator "[what]"
IntroductoryCutscene_2a65983c	narrator	…	game/story/intro_cutscene.rpy	29	narrator "[what]"
IntroductoryCutscene_d0706ca6	narrator	You don’t want to think about that right now. It’s a wonder how the more exhausted your body is from work, the more active your mind gets.	game/story/intro_cutscene.rpy	44	narrator "[what]"
IntroductoryCutscene_45b99ca8	narrator	And you are exhausted. That’s the perk of working the graveyard shift- it’s the only way to get your body to pass out nearly the moment you hit the bed.	game/story/intro_cutscene.rpy	46	narrator "[what]"
IntroductoryCutscene_8f040cac	narrator	You’ve always had trouble sleeping, even though it’s been three years since you moved out of that house.	game/story/intro_cutscene.rpy	66	narrator "[what]"
IntroductoryCutscene_babed8af	narrator	You thought getting out would be the hardest part. Turns out freedom can be pretty suffocating.	game/story/intro_cutscene.rpy	68	narrator "[what]"
IntroductoryCutscene_9419b7e3	narrator	You know it’s dangerous to walk home alone before sunrise. Maybe part of you wants something to happen to you.	game/story/intro_cutscene.rpy	88	narrator "[what]"
IntroductoryCutscene_63cd0abf	narrator	At least it would be something different, something new. Sometimes you feel as though you've been living the exact same day for these past three years. Go to work, pass out, repeat…	game/story/intro_cutscene.rpy	90	narrator "[what]"
IntroductoryCutscene_0c9c3822	narrator	It was easier when you had something to fight against, someone to prove wrong. Now, you’re left alone with yourself, and you don’t like what you see.	game/story/intro_cutscene.rpy	110	narrator "[what]"
IntroductoryCutscene_47461f13	narrator	…There sure are a lot of dogs out tonight. Sure, you see the occasional stray out at night, but this is something else…	game/story/intro_cutscene.rpy	112	narrator "[what]"
IntroductoryCutscene_347d50da	narrator	No, they’re just dogs. Maybe somebody left food out and it’s attracting them.	game/story/intro_cutscene.rpy	117	narrator "[what]"
IntroductoryCutscene_5e0daac0	narrator	YOU FEEL THEIR BREATH ON YOUR HEELS.	game/story/intro_cutscene.rpy	135	narrator "[what]"
IntroductoryCutscene_2747526b	narrator	They’re everywhere. In front of you. Behind you. Your body is suddenly alert and flooding with warmth. Your pulse is racing. You spot a side alley and turn without thinking.	game/story/intro_cutscene.rpy	162	narrator "[what]"
IntroductoryCutscene_5b1a846c	narrator	A large, intimidating wolf stands at the end of the alley. Although your mind is telling you to run, the sight of this ethereal creature freezes you in place.	game/story/intro_cutscene.rpy	185	narrator "[what]"
IntroductoryCutscene_35c1a8d2	narrator	Your stomach lurches. You don’t have time to prepare for what comes next.	game/story/intro_cutscene.rpy	187	narrator "[what]"
ICanSeeTheStarsScene_8002b144		The door to your room opens, with Ashina's stance taking up the whole frame.	game/story/i_can_see_the_stars_scene.rpy	8	"[what]"
ICanSeeTheStarsScene_c42a9fe4	ash	Are you ready as I asked, pup? You could stand to go outside for a spell, and I’d much rather you do so with supervision this time.	game/story/i_can_see_the_stars_scene.rpy	10	ash "[what]"
ICanSeeTheStarsScene_aa440513		You aren’t about to look a gift horse… well, wolf in the mouth. Some fresh air does sound nice	game/story/i_can_see_the_stars_scene.rpy	13	"[what]"
ICanSeeTheStarsScene_f96a0b45		You follow Ashina down the stairs, through the hearth, and out to the forest’s edge. The chilly air caresses your skin, and you instinctively relax.	game/story/i_can_see_the_stars_scene.rpy	22	"[what]"
ICanSeeTheStarsScene_a613387e	you	I don't want to go outside. I've been through enough already tonight, I'm so tired…	game/story/i_can_see_the_stars_scene.rpy	25	you "[what]"
ICanSeeTheStarsScene_74282be6	ash	I wasn't making a request. It will only be for a brief moment, so quit your whining.	game/story/i_can_see_the_stars_scene.rpy	29	ash "[what]"
ICanSeeTheStarsScene_8cf85e0e		Ashina grabs your wrist, and you can only resign yourself to being dragged along. She leads you down the stairs, through the hearth, and outside. The bitter chill of the late night air stings your skin.	game/story/i_can_see_the_stars_scene.rpy	39	"[what]"
ICanSeeTheStarsScene_891bf44a		The dogs outside the cabin are docile for once. Some are asleep together in a cuddle pile, while others play-fight with another, letting out happy little growls and barks.	game/story/i_can_see_the_stars_scene.rpy	41	"[what]"
ICanSeeTheStarsScene_53e1028c		A few of the dogs approach you happily, tails wagging. They seem friendly.	game/story/i_can_see_the_stars_scene.rpy	45	"[what]"
ICanSeeTheStarsScene_c5a25373		You decide to lean down and pet them. Their tongues loll out happily as they jostle one another for your affections. You catch Ashina smiling fondly in the corner of your eye.	game/story/i_can_see_the_stars_scene.rpy	55	"[what]"
ICanSeeTheStarsScene_63da0f14		You avert your eyes from the dogs and they soon lose interest. You catch Ashina staring cooly at you, her expression unreadable.	game/story/i_can_see_the_stars_scene.rpy	66	"[what]"
ICanSeeTheStarsScene_91096b6c		Ashina leads you further from the cabin, up to the forest’s edge.	game/story/i_can_see_the_stars_scene.rpy	74	"[what]"
ICanSeeTheStarsScene_ad85fba5	ash	It's a beautiful night out, isn't it?	game/story/i_can_see_the_stars_scene.rpy	78	ash "[what]"
ICanSeeTheStarsScene_d8f247cc	ash	I've been waiting for a chance to show you the view of the stars here. I find it relaxing, and was hoping it'd help you feel the same.	game/story/i_can_see_the_stars_scene.rpy	82	ash "[what]"
ICanSeeTheStarsScene_58966ab6	ash	Tell me, what do you think?	game/story/i_can_see_the_stars_scene.rpy	87	ash "[what]"
ICanSeeTheStarsScene_856e1b97		You turn your gaze to the sky above. You don’t remember the last time you were far enough from the city to be able to see the stars. They twinkle brightly, stretching endlessly across the horizon.	game/story/i_can_see_the_stars_scene.rpy	94	"[what]"
ICanSeeTheStarsScene_cc62bb53		You think the view is…	game/story/i_can_see_the_stars_scene.rpy	96	"[what]"
ICanSeeTheStarsScene_dae0ec55	you	...	game/story/i_can_see_the_stars_scene.rpy	102	you "[what]"
ICanSeeTheStarsScene_fbdbb009		Looking at the brilliant ocean of stars above makes you realize something.	game/story/i_can_see_the_stars_scene.rpy	104	"[what]"
ICanSeeTheStarsScene_74e77caa		All this time, you've felt trapped and hopeless.	game/story/i_can_see_the_stars_scene.rpy	106	"[what]"
ICanSeeTheStarsScene_8e83ea2c		You've felt as though your life were meaningless.	game/story/i_can_see_the_stars_scene.rpy	108	"[what]"
ICanSeeTheStarsScene_2ac5bf05		You’ve felt as though things would never get better, no matter what you did.	game/story/i_can_see_the_stars_scene.rpy	110	"[what]"
ICanSeeTheStarsScene_c9c9b936		Every day was a steady current, threatening to drag you under.	game/story/i_can_see_the_stars_scene.rpy	112	"[what]"
ICanSeeTheStarsScene_929f685f		In all your turmoil, you forgot something.	game/story/i_can_see_the_stars_scene.rpy	114	"[what]"
ICanSeeTheStarsScene_2483126e		Something everyone knows when they’re young and ends up forgetting.	game/story/i_can_see_the_stars_scene.rpy	116	"[what]"
ICanSeeTheStarsScene_a1ec9e84		There is so much beauty to be found in the world around you.	game/story/i_can_see_the_stars_scene.rpy	118	"[what]"
ICanSeeTheStarsScene_88110255		Even in the bleakest life, if you simply stop and look, you can find hope. Wonder. Happiness. A reason to keep on living.	game/story/i_can_see_the_stars_scene.rpy	120	"[what]"
ICanSeeTheStarsScene_49464728		The thought brings tears to your eyes, emotions welling up within you.	game/story/i_can_see_the_stars_scene.rpy	122	"[what]"
ICanSeeTheStarsScene_863a6b0b		How lucky you are, right here, right now, to be alive.	game/story/i_can_see_the_stars_scene.rpy	124	"[what]"
ICanSeeTheStarsScene_dae0ec55_1	you	...	game/story/i_can_see_the_stars_scene.rpy	129	you "[what]"
ICanSeeTheStarsScene_86e3f303		Looking at the vast, dotted void above fills you with a profound emptiness.	game/story/i_can_see_the_stars_scene.rpy	131	"[what]"
ICanSeeTheStarsScene_87dfc42c		The view reminds you of how small you are in the grand scheme of the universe.	game/story/i_can_see_the_stars_scene.rpy	133	"[what]"
ICanSeeTheStarsScene_653c3ae9		How meaningless you are to those celestial bodies in the sky.	game/story/i_can_see_the_stars_scene.rpy	135	"[what]"
ICanSeeTheStarsScene_12a08240		How you yearn to be as free, as grand, as beautiful as they are.	game/story/i_can_see_the_stars_scene.rpy	137	"[what]"
ICanSeeTheStarsScene_7ba6312c		Try as you may, these things will always be out of your reach.	game/story/i_can_see_the_stars_scene.rpy	139	"[what]"
ICanSeeTheStarsScene_af8cb03a		Your life is insignificant.	game/story/i_can_see_the_stars_scene.rpy	141	"[what]"
ICanSeeTheStarsScene_b7db4c5e		You are insignificant.	game/story/i_can_see_the_stars_scene.rpy	143	"[what]"
ICanSeeTheStarsScene_6fe37641		But, that's a comfort in and of itself.	game/story/i_can_see_the_stars_scene.rpy	145	"[what]"
ICanSeeTheStarsScene_83331bb1		Nothing really matters, so you can do whatever you want with your life.	game/story/i_can_see_the_stars_scene.rpy	147	"[what]"
ICanSeeTheStarsScene_8ad41b9d		Everything. Anything. Nothing at all. It's all the same in the end.	game/story/i_can_see_the_stars_scene.rpy	149	"[what]"
ICanSeeTheStarsScene_26392f82		You take in a deep breath, releasing the negative energy within you.	game/story/i_can_see_the_stars_scene.rpy	151	"[what]"
ICanSeeTheStarsScene_e4194198		How strangely comforting it is, accepting your place within the universe.	game/story/i_can_see_the_stars_scene.rpy	153	"[what]"
ICanSeeTheStarsScene_6d01a037	ash	Speechless, are you? I can't say I blame you.	game/story/i_can_see_the_stars_scene.rpy	158	ash "[what]"
ICanSeeTheStarsScene_dbcdbceb	you	Ashina…	game/story/i_can_see_the_stars_scene.rpy	160	you "[what]"
ICanSeeTheStarsScene_e05e3289	ash	What is it?	game/story/i_can_see_the_stars_scene.rpy	164	ash "[what]"
ICanSeeTheStarsScene_4e09d8f0	you	I need to tell you something. Someone is after you. The other night-	game/story/i_can_see_the_stars_scene.rpy	174	you "[what]"
ICanSeeTheStarsScene_a088f268	ash	What, that little miscreant in the woods? I’ve been giving her the run around for years, don’t you fret your little head about it.	game/story/i_can_see_the_stars_scene.rpy	178	ash "[what]"
ICanSeeTheStarsScene_8ff19bbc		Ashina waves a hand dismissively, but you catch her arm and look at her meaningfully. It gives her pause enough for you to carry on.	game/story/i_can_see_the_stars_scene.rpy	182	"[what]"
ICanSeeTheStarsScene_c322dfc8	you	The other night, when… I went outside against your wishes…	game/story/i_can_see_the_stars_scene.rpy	184	you "[what]"
ICanSeeTheStarsScene_1bd0a630	you	I met a huntress armed with a bow and arrow, who I now know is named Akari. She shot a note up to my window earlier tonight, asking to meet in two days’ time, and told me she intends to kill you, Ashina. Soon.	game/story/i_can_see_the_stars_scene.rpy	188	you "[what]"
ICanSeeTheStarsScene_08a1db04	ash	Hm, I'd like to see her try. She's delusional if she thinks she can take me down. I will devise a way to deal with her, don’t you worry. I have no need- hm.	game/story/i_can_see_the_stars_scene.rpy	192	ash "[what]"
ICanSeeTheStarsScene_ae21241c		Ashina pauses, as if reconsidering her words. The arrogant atmosphere around her melts away, and she visibly softens. She takes a breath before meeting your gaze.	game/story/i_can_see_the_stars_scene.rpy	194	"[what]"
ICanSeeTheStarsScene_044297f6	ash	Forgive me. I… appreciate you telling me this. I am glad I arrived that night before the huntress could do you any harm. My heart could not bear to lose yet another… of my kin.	game/story/i_can_see_the_stars_scene.rpy	198	ash "[what]"
ICanSeeTheStarsScene_619e57ff		You weren't prepared for Ashina to be so…caring towards you. You feel heat rise to your cheeks and instinctively look away before speaking again.	game/story/i_can_see_the_stars_scene.rpy	200	"[what]"
ICanSeeTheStarsScene_cc73bc32	you	What should I do about the meeting then? Akari will be expecting me.	game/story/i_can_see_the_stars_scene.rpy	202	you "[what]"
ICanSeeTheStarsScene_c5a92f72	ash	Hm… Meet with her. Best she doesn’t know that anything is amiss. Learn her plan, and then we can prepare accordingly.	game/story/i_can_see_the_stars_scene.rpy	206	ash "[what]"
ICanSeeTheStarsScene_2469b1c4	ash	You shouldn't be in any danger if she has no reason to believe you'll betray her. However… If something happens, call out to me, and I will come to your aid.	game/story/i_can_see_the_stars_scene.rpy	210	ash "[what]"
ICanSeeTheStarsScene_189f31b5		Ashina moves closer to you, her hand slowly hooking around your upper arm. There’s a pause, then her head comes to rest on your shoulder, just as cautious as her hand.	game/story/i_can_see_the_stars_scene.rpy	222	"[what]"
ICanSeeTheStarsScene_b38741a5		It’s a profound show of intimacy, and it takes you off guard. You can’t help but feel that, at this moment, Ashina seems more like a flighty fawn than the intimidating beast from the alleyway.	game/story/i_can_see_the_stars_scene.rpy	224	"[what]"
ICanSeeTheStarsScene_5690a862		You find yourself leaning just slightly into her touch, and you feel the tension in her body begin to ease, little by little. You glance to the side, wishing you could see her expression from this angle, but quickly avert your eyes when she suddenly speaks.	game/story/i_can_see_the_stars_scene.rpy	226	"[what]"
ICanSeeTheStarsScene_aece646c	ash	If I may confess something to you, pup…	game/story/i_can_see_the_stars_scene.rpy	228	ash "[what]"
ICanSeeTheStarsScene_a742244a	ash	I think I have been lonely for a long, long time.	game/story/i_can_see_the_stars_scene.rpy	230	ash "[what]"
ICanSeeTheStarsScene_b64e5040	ash	I usually avoid the city, but I found myself wandering the streets more often than I should these past few months. The first night I saw you I thought you reckless, and began to watch over you for your own good.	game/story/i_can_see_the_stars_scene.rpy	232	ash "[what]"
ICanSeeTheStarsScene_d7c91268	ash	I grew accustomed to our walks. Some nights later, I decided I must have you. I reasoned to myself that it was the perfect opportunity, that it was my duty to continue the Lycan bloodline, but…	game/story/i_can_see_the_stars_scene.rpy	234	ash "[what]"
ICanSeeTheStarsScene_2d108589	ash	If I am honest, that is only half the truth.	game/story/i_can_see_the_stars_scene.rpy	236	ash "[what]"
ICanSeeTheStarsScene_248badc0	ash	I know that none of this was your choice, and I regret that my situation prevented me from being able to give you a gentler introduction into this life. I hope in time you can come to understand my position.	game/story/i_can_see_the_stars_scene.rpy	238	ash "[what]"
ICanSeeTheStarsScene_249886c4	ash	Regardless, I need you to know this: I did not bring you here to suffer. With time, I intend to show you all of the joy and freedom that comes with our so-called curse. Stay by my side, and I will protect you for as long as I live. I promise you that.	game/story/i_can_see_the_stars_scene.rpy	240	ash "[what]"
ICanSeeTheStarsScene_23f2a325	ash	Let us continue our stargazing in silence. We can go back inside whenever you are ready.	game/story/i_can_see_the_stars_scene.rpy	242	ash "[what]"
ICanSeeTheStarsScene_dae0ec55_2	you	...	game/story/i_can_see_the_stars_scene.rpy	244	you "[what]"
LettersScene_490909ac		You beeline towards the bed once you enter your room. As soon as your head hits the pillow, you already start to drift off…	game/story/letters_scene.rpy	6	"[what]"
LettersScene_ac76e2f7		Just as you're about to fall asleep, you hear a sharp whistle, and then the splitting of wood near your window. You crawl out of your bed to investigate.	game/story/letters_scene.rpy	11	"[what]"
LettersScene_7ac897b2		The dogs yap and jump up at the window as if something’s there. You open the window and lean out, looking around. To the side of the window, you discover an arrow with a piece of paper bound to its shaft.	game/story/letters_scene.rpy	19	"[what]"
LettersScene_9e18be82		Your thoughts immediately turn towards that mysterious hooded woman, with her bow and arrow.	game/story/letters_scene.rpy	21	"[what]"
LettersScene_51171a77	you	Could it be…?	game/story/letters_scene.rpy	23	you "[what]"
LettersScene_6d651b81		You detach the arrow from the cabin wall, close the window, and unfurl the letter.	game/story/letters_scene.rpy	29	"[what]"
LettersScene_95a3771e		To my unlikely ally…	game/story/letters_scene.rpy	34	"[what]"
LettersScene_a4f4b81b		Since our first meeting, I found myself intrigued by you. I have been keeping an eye on you from afar. From my understanding, you look to be a prisoner, and I know some of what that monster has subjected you to.	game/story/letters_scene.rpy	36	"[what]"
LettersScene_3df22b97		I offer you a way out and a chance at redemption. It is my sole purpose to rid this world of the evil that presides over you.	game/story/letters_scene.rpy	38	"[what]"
LettersScene_621356a4		Let us meet in two days' time at the forest’s edge. We shall then devise a plan to kill your dark mistress.	game/story/letters_scene.rpy	40	"[what]"
LettersScene_088866c2		In the meantime, you must gather intel for me. Find out any weaknesses your mistress has, and how those dogs outside the cabin can be dealt with. Earn the beast's trust, so that we may exploit it.	game/story/letters_scene.rpy	42	"[what]"
LettersScene_f3d74a08		Your behavior the night we met was less than satisfactory. I hope for your sake it was a ruse, or a moment of weakness. Make no mistake: Your captor is a murderer, and she will make one of you as well.	game/story/letters_scene.rpy	45	"[what]"
LettersScene_d79cd579		This is your one, and only, chance. Prove your allegiance to humanity, or share your mistress’s fate.	game/story/letters_scene.rpy	47	"[what]"
LettersScene_02480266		I have seen, in your eyes, your struggle with the beast within you. Find it a warning or a comfort that if you do not keep it in check, I will not hesitate to do what must be done.	game/story/letters_scene.rpy	50	"[what]"
LettersScene_015c9042		Good luck. I will continue to watch over you until the time comes.	game/story/letters_scene.rpy	52	"[what]"
LettersScene_3c6ab16d		Sincerely…	game/story/letters_scene.rpy	54	"[what]"
LettersScene_4be53ea6	you	...Akari.	game/story/letters_scene.rpy	58	you "[what]"
LettersScene_e9d994a9		You turn the letter in your hands. With Akari's help, you have a way to actually, finally escape this cabin once and for all… if you want to.	game/story/letters_scene.rpy	60	"[what]"
LettersScene_d629c2b1		Heavy footfalls interrupt your thoughts. You quickly hide the letter and arrow under your bed.	game/story/letters_scene.rpy	62	"[what]"
SpeakNoEvilSceneP1_447e4054		You are woken up by a loud rapping at the door.	game/story/speak_no_evil_scene_p1.rpy	12	"[what]"
SpeakNoEvilSceneP1_131fb085	ash	Did you have a restful slumber?	game/story/speak_no_evil_scene_p1.rpy	25	ash "[what]"
SpeakNoEvilSceneP1_79c566f9		Ashina stands tall above your bed. There's a kindness in her eyes, which fades away quickly when she realizes you're staring.	game/story/speak_no_evil_scene_p1.rpy	35	"[what]"
SpeakNoEvilSceneP1_bfc61fd8	ash	Don't get the wrong idea, pet. I haven't forgotten about your little escapade last night.	game/story/speak_no_evil_scene_p1.rpy	37	ash "[what]"
SpeakNoEvilSceneP1_f313e09f		She walks back out into the hall, gesturing for you to follow. You rise from the bed, and do so.	game/story/speak_no_evil_scene_p1.rpy	41	"[what]"
SpeakNoEvilSceneP1_0447a487	ash	But, it got me thinking. Perhaps it wasn’t that you were recklessly thinking of introducing lycanthropy to the masses. Perhaps you had a more altruistic motive.	game/story/speak_no_evil_scene_p1.rpy	57	ash "[what]"
SpeakNoEvilSceneP1_8f92ca11		Once you read the bottom of the stairs and step into the hearth, Ashina turns and steps close to you. Her eyes burn into you with a lingering question.	game/story/speak_no_evil_scene_p1.rpy	74	"[what]"
SpeakNoEvilSceneP1_229b8d52	ash	Not that you would have gotten very far before I caught you, but you get my point.	game/story/speak_no_evil_scene_p1.rpy	80	ash "[what]"
SpeakNoEvilSceneP1_81ab2ad0	ash	You were trying to get help for your friend, weren't you? You must be worried about them.	game/story/speak_no_evil_scene_p1.rpy	86	ash "[what]"
SpeakNoEvilSceneP1_f4a7136f	ash	I'm not so cruel as to keep you two apart. I'll allow you a single visit.	game/story/speak_no_evil_scene_p1.rpy	92	ash "[what]"
SpeakNoEvilSceneP1_2ce99354	ash	...with some stipulations.	game/story/speak_no_evil_scene_p1.rpy	98	ash "[what]"
SpeakNoEvilSceneP1_783c2c52		After last night, you figure it’s in your best interest not to argue.	game/story/speak_no_evil_scene_p1.rpy	100	"[what]"
SpeakNoEvilSceneP1_f95dab3c	you	I'll do anything to see them again!	game/story/speak_no_evil_scene_p1.rpy	102	you "[what]"
SpeakNoEvilSceneP1_40d388ac	ash	Oh? Anything? Good. Listen carefully to my words, girl.	game/story/speak_no_evil_scene_p1.rpy	110	ash "[what]"
SpeakNoEvilSceneP1_efd0a23a	ash	You have been quite obedient. It seems like you have a good head on those pretty little shoulders, as you clearly grasp the reality of your situation.	game/story/speak_no_evil_scene_p1.rpy	114	ash "[what]"
SpeakNoEvilSceneP1_99158c27	ash	I appreciate that. I am not unreasonable, and I feel you’ve earned a reward. So, let's make a deal.	game/story/speak_no_evil_scene_p1.rpy	120	ash "[what]"
SpeakNoEvilSceneP1_2b8d2695		She speaks with such arrogance that one could easily miss the vulnerable glint in her eyes, and the slight shift in her posture. You briefly wonder how she might look without that carefully crafted mask of hers.	game/story/speak_no_evil_scene_p1.rpy	126	"[what]"
SpeakNoEvilSceneP1_21dd91c6	ash	I'll agree to let your friend go, and they will be free to return to their normal life.	game/story/speak_no_evil_scene_p1.rpy	132	ash "[what]"
SpeakNoEvilSceneP1_500d9aaa	you	Really?!	game/story/speak_no_evil_scene_p1.rpy	134	you "[what]"
SpeakNoEvilSceneP1_a34f64c8	you	Wait a minute, if you're willing to do that…You must want something. Something big.	game/story/speak_no_evil_scene_p1.rpy	136	you "[what]"
SpeakNoEvilSceneP1_07a38f0a	ash	Very clever of you, pet. But, it is just one simple condition.	game/story/speak_no_evil_scene_p1.rpy	142	ash "[what]"
SpeakNoEvilSceneP1_71de20d4	ash	Your friend may never speak of us Lycans once they leave here. Not to the authorities. Not to their family. Not to anyone. I- we- will lose everything if that happens.	game/story/speak_no_evil_scene_p1.rpy	148	ash "[what]"
SpeakNoEvilSceneP1_ac34d1f0		There’s a haunted look in her eyes. A memory tugs at the edge of your consciousness. Crackling fire and mournful howls. Bottomless agony, threatening to pull you under.	game/story/speak_no_evil_scene_p1.rpy	154	"[what]"
SpeakNoEvilSceneP1_a6d82e9e	ash	They'll burn everything to the ground. The cabin. The dogs. You, over my dead body.	game/story/speak_no_evil_scene_p1.rpy	156	ash "[what]"
SpeakNoEvilSceneP1_3b22f798		Just like that, the feelings fade, leaving you a bit disoriented.	game/story/speak_no_evil_scene_p1.rpy	161	"[what]"
SpeakNoEvilSceneP1_ce8bcd1d	ash	This is my home. The land of my people. All that I have left of them… Do you understand?	game/story/speak_no_evil_scene_p1.rpy	167	ash "[what]"
SpeakNoEvilSceneP1_8f96c53c	you	I… I understand. I'll do my best to convince Cameron.	game/story/speak_no_evil_scene_p1.rpy	175	you "[what]"
SpeakNoEvilSceneP1_adc85cf6	you	But, if I can't…What are you going to do to them?	game/story/speak_no_evil_scene_p1.rpy	177	you "[what]"
SpeakNoEvilSceneP1_7c374c02	ash	If they refuse to cooperate, I will do what must be done.	game/story/speak_no_evil_scene_p1.rpy	183	ash "[what]"
SpeakNoEvilSceneP1_b57a42c5	you	You don't mean that you'll…?	game/story/speak_no_evil_scene_p1.rpy	185	you "[what]"
SpeakNoEvilSceneP1_0df304bb		Ashina gives you a meaningful look, and your stomach sinks. She hands you a key.	game/story/speak_no_evil_scene_p1.rpy	191	"[what]"
SpeakNoEvilSceneP1_eb5afd39	ash	Now, go to them. Descend from the hearth, and you shall find them in the basement. I will be waiting at the top of the stairs.	game/story/speak_no_evil_scene_p1.rpy	193	ash "[what]"
SpeakNoEvilSceneP1_68fff527	you	Wait! Isn’t there-	game/story/speak_no_evil_scene_p1.rpy	195	you "[what]"
SpeakNoEvilSceneP1_661f40ec	ash	Go. Before I change my mind. Surely, you can convince them of something so simple.	game/story/speak_no_evil_scene_p1.rpy	201	ash "[what]"
SpeakNoEvilSceneP1_1b689052		She gives you a light push towards the stairs, and you can tell that the conversation is over. Your heart beats in anticipation as you descend.	game/story/speak_no_evil_scene_p1.rpy	209	"[what]"
SpeakNoEvilSceneP1_a3bc6e04	you	That's easy for her to say… She doesn't know how stubborn Cameron can be.	game/story/speak_no_evil_scene_p1.rpy	211	you "[what]"
SpeakNoEvilSceneP2_9f8667f8		You reach the basement and are hit with an earthy chill. You unlock the door with the key Ashina gave you, and step inside.	game/story/speak_no_evil_scene_p2.rpy	5	"[what]"
SpeakNoEvilSceneP2_0bc9def9		You find Cameron huddled in a corner of the room. They shift, acknowledging your presence, but don’t turn around.	game/story/speak_no_evil_scene_p2.rpy	14	"[what]"
SpeakNoEvilSceneP2_4ab4d759	cam	I told you before, I won't eat. Not until you let me see her.	game/story/speak_no_evil_scene_p2.rpy	19	cam "[what]"
SpeakNoEvilSceneP2_9f91a2d5	you	Cam! It's me!	game/story/speak_no_evil_scene_p2.rpy	21	you "[what]"
SpeakNoEvilSceneP2_4f71efb4	cam	¡Dios mío!	game/story/speak_no_evil_scene_p2.rpy	26	cam "[what]"
SpeakNoEvilSceneP2_415844ec		Cameron pulls you in for a big hug. Tears stream down their face as they squeeze you tight.	game/story/speak_no_evil_scene_p2.rpy	32	"[what]"
SpeakNoEvilSceneP2_cd34c5ec	cam	I…honestly thought I’d never see you again. You don't know how glad I am that you're here.	game/story/speak_no_evil_scene_p2.rpy	37	cam "[what]"
SpeakNoEvilSceneP2_e12c5eb4	cam	How did you even get in? Does Ashina know you're here right now?	game/story/speak_no_evil_scene_p2.rpy	42	cam "[what]"
